"gender","ethnicity","birth","stark","star1","star2","star3","readk","read1","read2","read3","mathk","math1","math2","math3","lunchk","lunch1","lunch2","lunch3","schoolk","school1","school2","school3","degreek","degree1","degree2","degree3","ladderk","ladder1","ladder2","ladder3","experiencek","experience1","experience2","experience3","tethnicityk","tethnicity1","tethnicity2","tethnicity3","systemk","system1","system2","system3","schoolidk","schoolid1","schoolid2","schoolid3"
"male","cauc",1979 Q4,"regular","regular","regular","regular",411,497,554,606,449,497,563,626,"non-free","free","free","free","suburban","suburban","suburban","suburban","bachelor","master","bachelor","master",,"notladder","level1","level1",3,22,20,19,"cauc","cauc","afam","cauc","18","18","18","18","43","43","43","43"
"female","cauc",1979 Q2,"small","regular+aide","regular+aide","regular+aide",447,564,684,693,536,612,699,726,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","master","level1","notladder","level1","level1",12,23,21,36,"cauc","cauc","afam","cauc","38","38","38","38","74","74","74","74"
"female","cauc",1980 Q2,"small","small","small","small",425,629,,636,478,592,,618,"non-free","non-free","non-free","free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","apprentice","apprentice",22,9,0,2,"cauc","cauc","cauc","cauc","40","40","40","40","76","77","77","77"
"female","cauc",1980 Q1,"regular+aide",,,,397,,,,459,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,9,,,,"cauc",,,,"22",,,,"53",,,
"male","afam",1980 Q1,"regular",,,,425,,,,489,,,,"free",,,,"suburban",,,,"bachelor",,,,"apprentice",,,,1,,,,"cauc",,,,"11",,,,"23",,,
"male","afam",1978 Q1,,"regular+aide","regular","small",,469,523,575,,523,593,574,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","bachelor","bachelor",,"apprentice","level1","level2",,3,4,15,,"cauc","afam","afam",,"11","11","11",,"27","27","27"
"female","afam",1980 Q4,"small","small","small","small",411,482,536,575,429,,525,567,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","master","bachelor","bachelor","level1","level1","probation","apprentice",9,36,0,1,"cauc","cauc","cauc","cauc","22","22","22","22","53","53","53","53"
"female","cauc",1980 Q2,"regular+aide","regular","regular","regular",,533,596,647,,562,579,678,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","probation","apprentice",15,12,2,1,"cauc","cauc","cauc","cauc","19","19","19","19","47","47","47","47"
"male","afam",1979 Q4,,"regular","regular",,,485,596,,,532,584,,,"free","free",,,"suburban","suburban",,,"bachelor","bachelor",,,"notladder","level3",,,0,22,,,"afam","cauc",,,"11","11",,,"23","23",
"male","afam",1980 Q2,"regular+aide",,"regular",,407,,557,,449,,530,,,,"free",,"suburban",,"inner-city",,"bachelor",,"master",,"level1",,"level1",,5,,9,,,,"cauc",,"11",,"11",,"21",,"16",
"male","afam",1980 Q2,,,,"regular",,,,599,,,,591,,,,"free",,,,"inner-city",,,,"master",,,,"level3",,,,14,,,,"cauc",,,,"11",,,,"27"
"female","cauc",1980 Q2,"small","small","small","small",455,629,611,670,602,557,639,648,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","master","bachelor","bachelor","probation","notladder","level1","level1",0,16,10,6,"cauc","cauc","cauc","cauc","18","18","18","18","43","43","43","43"
"female","cauc",1980 Q3,"small","small","small","small",470,604,637,641,520,549,607,624,"non-free","non-free","non-free","free","rural","rural","rural","rural","master","master","bachelor","bachelor","level1","level1","apprentice","apprentice",4,8,3,1,"cauc","cauc","cauc","cauc","30","30","30","30","63","63","63","63"
"male","cauc",1980 Q2,,"small",,,,478,,,,523,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,4,,,,"cauc",,,,"11",,,,"21",,
"male","afam",1980 Q2,,,,"regular",,,,610,,,,604,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,30,,,,"cauc",,,,"22",,,,"54"
"male","cauc",1980 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",447,553,614,633,489,601,639,655,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","level1","level1","level1",12,21,14,9,"cauc","cauc","cauc","cauc","41","41","41","41","79","79","79","79"
"male","cauc",1979 Q2,,"regular","small","small",,423,491,,,488,520,,,"free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"notladder","level1","notladder",,12,16,6,,"cauc","cauc","cauc",,"3","3","3",,"3","3","3"
"male","afam",1979 Q1,,,,"regular+aide",,,,616,,,,639,,,,"free",,,,"inner-city",,,,"master",,,,"level2",,,,11,,,,"afam",,,,"18",,,,"45"
"male","afam",1979 Q1,,,"regular+aide",,,,,,,,,,,,"free",,,,"inner-city",,,,"master",,,,,,,,2,,,,"cauc",,,,"11",,,,"19",
"male","cauc",1979 Q3,,,"regular+aide",,,,,,,,,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,33,,,,"cauc",,,,"39",,,,"75",
"male","cauc",1978 Q1,,,"regular","regular+aide",,,,,,,,580,,,"free","free",,,"rural","rural",,,"master","bachelor",,,"level3","level1",,,18,14,,,"cauc","cauc",,,"35","35",,,"70","70"
"male","cauc",1979 Q4,,,"regular","regular",,,618,665,,,632,684,,,"free","free",,,"rural","rural",,,"bachelor","master",,,"level1","level1",,,19,11,,,"cauc","cauc",,,"38","38",,,"74","74"
"male","afam",1978 Q4,,,"regular","regular+aide",,,,644,,,,579,,,"free","free",,,"inner-city","inner-city",,,"master","master",,,"level1","notladder",,,11,25,,,"cauc","cauc",,,"11","11",,,"15","15"
"male","afam",1980 Q2,"regular+aide",,,,440,,,,473,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,16,,,,"afam",,,,"11",,,,"22",,,
"female","cauc",1979 Q4,,,"regular+aide","regular+aide",,,582,599,,,599,663,,,"non-free","non-free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","notladder",,,12,29,,,"cauc","cauc",,,"12","12",,,"36","36"
"male","cauc",1980 Q4,"regular+aide","small",,,456,579,,,602,553,,,"free","non-free",,,"suburban","suburban",,,"bachelor","bachelor",,,"level1","level1",,,5,4,,,"afam","cauc",,,"11","11",,,"21","21",,
"male","afam",1979 Q4,"regular","regular","regular","small",419,490,538,554,468,495,541,577,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","master","master","bachelor","level1","level1","level1","level1",11,11,11,11,"afam","cauc","cauc","cauc","11","11","11","11","15","15","15","15"
"female","afam",1979 Q4,"small",,,"regular+aide",400,,,578,449,,,603,"free",,,"free","inner-city",,,"inner-city","bachelor",,,"master","level1",,,"notladder",3,,,25,"afam",,,"cauc","11",,,"11","28",,,"15"
"male","cauc",1980 Q2,,,,"regular+aide",,,,657,,,,639,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,8,,,,"cauc",,,,"25",,,,"58"
"male","afam",1979 Q1,,"regular","regular","regular",,524,535,587,,562,584,580,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","bachelor","bachelor",,"probation","apprentice","apprentice",,0,1,3,,"afam","cauc","cauc",,"18","18","18",,"45","45","45"
"male","cauc",1980 Q3,,"regular","regular","regular",,629,555,633,,545,561,620,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"bachelor","bachelor","bachelor",,"apprentice","level1","level1",,3,14,30,,"cauc","cauc","cauc",,"22","22","22",,"54","54","54"
"female","cauc",1980 Q1,,,,"small",,,,629,,,,608,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level3",,,,16,,,,"afam",,,,"23",,,,"55"
"male","afam",1979 Q4,"regular+aide","regular+aide","regular+aide","regular+aide",514,514,614,657,528,493,540,601,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","master","bachelor","master","bachelor","apprentice","level1","level1","level1",24,35,32,18,"cauc","afam","afam","afam","11","11","11","11","30","30","30","30"
"male","afam",1980 Q4,,,,"regular",,,,597,,,,596,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,0,,,,"afam",,,,"11",,,,"33"
"male","cauc",1980 Q2,,,"regular+aide","regular+aide",,,579,614,,,599,631,,,"non-free","non-free",,,"rural","rural",,,"master","master",,,"notladder","level1",,,20,19,,,"cauc","afam",,,"38","38",,,"74","74"
"male","afam",1980 Q3,"regular+aide",,,,442,,,,506,,,,"free",,,,"inner-city",,,,"bachelor",,,,,,,,2,,,,"cauc",,,,"11",,,,"32",,,
"male","cauc",1979 Q3,,,"regular",,,,608,,,,561,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,4,,,,"cauc",,,,"17",,,,"41",
"female","cauc",1980 Q1,,,"small",,,,614,,,,559,,,,"free",,,,"rural",,,,"master",,,,"level1",,,,15,,,,"cauc",,,,"12",,,,"34",
"male","afam",1980 Q2,"regular+aide","regular+aide",,,374,448,,,354,465,,,"free","free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","probation",,,7,2,,,"cauc","cauc",,,"24","24",,,"56","56",,
"female","afam",1980 Q1,,"regular+aide","regular+aide","regular+aide",,472,541,610,,481,556,606,,"free","free","free",,"suburban","suburban","suburban",,"bachelor","master","master",,"level1","level1","level1",,6,21,32,,"cauc","cauc","cauc",,"22","22","22",,"51","51","51"
"male","cauc",1980 Q3,"small",,,,405,,,,418,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,7,,,,"cauc",,,,"12",,,,"36",,,
"female","cauc",1979 Q1,,"regular+aide","regular+aide","regular+aide",,507,555,572,,505,523,558,,"free","non-free","free",,"suburban","suburban","suburban",,"bachelor","master","master",,"probation","level1","level1",,4,19,19,,"cauc","cauc","afam",,"22","22","22",,"54","54","54"
"male","afam",1980 Q2,"regular+aide",,,,402,,,,429,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,17,,,,"cauc",,,,"11",,,,"16",,,
"female","cauc",1979 Q1,"regular",,,,,,,,,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,8,,,,"cauc",,,,"36",,,,"72",,,
"female","cauc",1980 Q3,,"regular","regular","regular",,469,591,590,,502,599,591,,"non-free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level1","level1","level1",,10,26,17,,"cauc","cauc","cauc",,"29","29","29",,"62","62","62"
"male","cauc",1980 Q3,,"regular+aide",,,,442,,,,449,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level1",,,,7,,,,"afam",,,,"2",,,,"2",,
"female","cauc",1980 Q1,"regular",,,,407,,,,489,,,,"free",,,,"suburban",,,,"bachelor",,,,"apprentice",,,,1,,,,"afam",,,,"11",,,,"21",,,
"female","cauc",1980 Q2,"regular+aide","regular","regular","regular",414,495,571,608,423,502,565,588,"free","free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","master","level1","level1","level1","level1",5,4,18,6,"cauc","cauc","cauc","cauc","31","31","31","31","64","64","64","64"
"male","afam",1979 Q3,,,,"regular+aide",,,,572,,,,596,,,,"free",,,,"suburban",,,,"bachelor",,,,"notladder",,,,8,,,,"afam",,,,"11",,,,"25"
"male","cauc",1980 Q3,"regular+aide","small","small","small",465,604,627,647,528,612,632,659,"non-free","non-free","non-free","non-free","urban","urban","urban","urban","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",14,18,22,8,"cauc","cauc","cauc","cauc","6","6","6","6","9","9","9","9"
"male","cauc",1980 Q1,"regular","regular","regular","regular",425,454,571,614,454,493,593,594,"non-free","free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",16,10,26,17,"cauc","cauc","cauc","cauc","29","29","29","29","62","62","62","62"
"male","cauc",1980 Q1,"regular","small",,,433,472,,,473,515,,,"free","free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","notladder",,,11,6,,,"cauc","cauc",,,"21","21",,,"49","50",,
"male","cauc",1980 Q2,,"regular",,,,460,,,,484,,,,"non-free",,,,"rural",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"32",,,,"66",,
"female","cauc",1980 Q2,"regular","regular",,,434,492,,,494,523,,,"non-free","non-free",,,"urban","urban",,,"bachelor","bachelor",,,"level1","level1",,,5,20,,,"cauc","cauc",,,"13","13",,,"37","37",,
"female","afam",1980 Q2,"regular+aide","regular","regular","small",465,494,575,599,463,538,559,608,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","master","master","bachelor","level1","level1","level1","level1",3,11,11,11,"afam","cauc","cauc","cauc","11","11","11","11","15","15","15","15"
"female","cauc",1979 Q2,,"regular","regular","regular",,460,,,,481,,,,"free",,"free",,"urban","urban","urban",,"bachelor","bachelor","bachelor",,"level1","level1","probation",,17,28,1,,"cauc","cauc","cauc",,"20","20","20",,"48","48","48"
"female","cauc",1979 Q1,,,,"regular+aide",,,,641,,,,645,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,11,,,,"cauc",,,,"24",,,,"56"
"female","afam",1980 Q1,,"regular",,,,451,,,,456,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"11",,,,"32",,
"male","cauc",1978 Q4,,,,"regular",,,,631,,,,631,,,,"non-free",,,,"rural",,,,"master",,,,"level2",,,,12,,,,"cauc",,,,"41",,,,"79"
"female","cauc",1980 Q2,"regular","regular+aide",,,418,512,,,454,500,,,"free","free",,,"rural","rural",,,"master","bachelor",,,"level1","level1",,,8,8,,,"afam","cauc",,,"32","32",,,"66","66",,
"female","cauc",1980 Q1,"regular","regular","regular",,545,651,669,,626,572,674,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"master","master","bachelor",,"level3","notladder","level1",,15,18,4,,"cauc","cauc","cauc",,"17","17","17",,"41","41","41",
"female","afam",1980 Q1,"regular+aide","small","small","regular",490,516,550,636,536,520,582,612,"free","non-free","non-free","non-free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","level1","notladder","level1","level1",20,32,4,5,"afam","afam","cauc","cauc","11","11","11","11","27","27","27","27"
"male","cauc",1980 Q2,"small","small",,,453,527,,,547,653,,,"non-free","non-free",,,"rural","rural",,,"bachelor","bachelor",,,"level1","level1",,,6,13,,,"cauc","cauc",,,"35","35",,,"69","69",,
"male","cauc",1980 Q2,"regular","small",,,393,485,,,434,470,,,"free","free",,,"rural","rural",,,"master","specialist",,,"level1","level1",,,11,17,,,"cauc","cauc",,,"39","39",,,"75","75",,
"female","cauc",1980 Q3,"regular+aide","regular+aide",,,443,604,,,520,584,,,"non-free","non-free",,,"rural","rural",,,"master","bachelor",,,"level1","level1",,,12,21,,,"cauc","cauc",,,"41","41",,,"79","79",,
"female","cauc",1980 Q3,,,"regular","regular",,,599,633,,,568,591,,,"non-free","non-free",,,"rural","rural",,,"bachelor","master",,,"level1","level1",,,15,9,,,"cauc","cauc",,,"24","24",,,"56","56"
"female","cauc",1980 Q2,"regular+aide",,,,431,,,,494,,,,"free",,,,"suburban",,,,"bachelor",,,,,,,,2,,,,"cauc",,,,"11",,,,"25",,,
"female","cauc",1980 Q2,"regular",,,,433,,,,454,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,22,,,,"cauc",,,,"28",,,,"61",,,
"male","afam",1979 Q2,"small","regular",,,458,428,,,602,470,,,"free","free",,,"inner-city","inner-city",,,"bachelor","bachelor",,,"level1","apprentice",,,3,1,,,"afam","cauc",,,"11","11",,,"22","22",,
"male","cauc",1979 Q2,,,"small",,,,500,,,,485,,,,"free",,,,"suburban",,,,"bachelor",,,,"level1",,,,12,,,,"afam",,,,"18",,,,"44",
"female","afam",1979 Q3,,,,"regular+aide",,,,585,,,,583,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,18,,,,"afam",,,,"11",,,,"33"
"female","cauc",1978 Q4,,"regular","regular+aide","regular+aide",,604,643,633,,601,626,634,,"free","free","free",,"rural","rural","rural",,"bachelor","bachelor","master",,"notladder","level1","level2",,12,11,13,,"cauc","cauc","cauc",,"3","3","3",,"3","3","3"
"male","afam",1979 Q3,,"regular+aide","regular+aide","regular+aide",,495,547,585,,562,593,596,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","bachelor","master",,"level1","level1","level1",,9,23,19,,"cauc","cauc","cauc",,"34","34","34",,"68","68","68"
"male","cauc",1978 Q4,,"small","regular+aide",,,540,611,,,502,557,,,,"free",,,"rural","rural",,,"master","bachelor",,,"level1","level1",,,15,14,,,"cauc","cauc",,,"41","41",,,"79","79",
"female","afam",1979 Q4,"regular","small",,,421,519,,,506,515,,,"non-free","free",,,"suburban","suburban",,,"bachelor","bachelor",,,,"apprentice",,,4,3,,,"cauc","cauc",,,"11","11",,,"20","20",,
"male","afam",1980 Q2,"regular+aide",,,"small",398,,,592,439,,,604,"free",,,"free","inner-city",,,"inner-city","bachelor",,,"master","apprentice",,,"notladder",0,,,31,"cauc",,,"cauc","11",,,"11","32",,,"29"
"female","cauc",1980 Q2,,"regular+aide",,,,460,,,,510,,,,"non-free",,,,"rural",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"40",,,,"77",,
"male","afam",1980 Q1,"small",,,,393,,,,399,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"11",,,,"32",,,
"male","afam",1979 Q1,,"regular","regular+aide","regular+aide",,487,535,,,505,531,,,"free","free","free",,"rural","rural","rural",,"bachelor","master","master",,"level1","level1","level1",,5,29,11,,"cauc","cauc","cauc",,"24","24","24",,"56","56","56"
"male","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",440,,,,494,512,,622,"free","free","free","free","rural","rural","rural","rural","bachelor","bachelor","master","bachelor","level1","level1","level1","level1",14,13,11,14,"cauc","cauc","cauc","cauc","35","35","35","35","70","70","70","70"
"male",,1980 Q1,,,"regular+aide",,,,,,,,,,,,"free",,,,"suburban",,,,"master",,,,"level1",,,,15,,,,"cauc",,,,"22",,,,"51",
"female","cauc",1980 Q1,"small","small","small","small",442,507,608,610,520,497,574,579,"free","free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","master","level1","apprentice","apprentice","level1",6,1,5,12,"cauc","cauc","afam","cauc","34","34","34","34","68","68","68","68"
"female","cauc",1980 Q2,"regular","regular+aide",,"regular+aide",458,604,,647,506,549,,622,"non-free","free",,"non-free","rural","rural",,"rural","master","master",,"bachelor","level1","level2",,"probation",4,12,,16,"cauc","cauc",,"afam","42","42",,"42","80","80",,"80"
"male","cauc",1980 Q3,"small","small","small","small",427,651,659,680,484,592,639,672,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","specialist","bachelor","bachelor","bachelor","level1","level1","level1","notladder",10,8,16,6,"cauc","cauc","cauc","cauc","3","3","3","3","3","3","3","3"
"female","cauc",1980 Q1,"small","small","small",,439,533,650,,559,557,615,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","master","bachelor",,"level1","level1","level1",,5,16,18,,"cauc","cauc","cauc",,"41","41","41",,"79","79","79",
"female","cauc",1979 Q1,,"regular+aide","regular+aide","regular+aide",,459,523,,,479,528,,,"free","free","free",,"urban","urban","urban",,"master","master","bachelor",,"level1","level1","level1",,15,20,20,,"cauc","cauc","cauc",,"27","27","27",,"60","60","60"
